date,store_id,product_id,inventory_level,reorder_point,eoq,stockout_units,is_stockout
2023-02-28,store_1,p06,205,90,131,0,0
2023-03-01,store_1,p06,194,90,131,0,0
2023-03-02,store_1,p06,186,90,131,0,0
2023-03-03,store_1,p06,178,90,131,0,0
2023-03-04,store_1,p06,164,90,131,0,0
2023-03-05,store_1,p06,146,90,131,0,0
2023-03-06,store_1,p06,133,90,131,0,0
2023-03-07,store_1,p06,124,90,131,0,0
2023-03-08,store_1,p06,114,90,131,0,0
2023-03-09,store_1,p06,101,90,131,0,0
2023-03-10,store_1,p06,95,90,131,0,0
2023-03-11,store_1,p06,209,90,131,0,0
2023-03-12,store_1,p06,195,90,131,0,0
2023-03-13,store_1,p06,184,90,131,0,0
2023-03-14,store_1,p06,171,90,131,0,0
2023-03-15,store_1,p06,168,90,131,0,0
2023-03-16,store_1,p06,161,90,131,0,0
2023-03-17,store_1,p06,148,90,131,0,0
2023-03-18,store_1,p06,140,90,131,0,0
2023-03-19,store_1,p06,131,90,131,0,0
2023-03-20,store_1,p06,117,90,131,0,0
2023-03-21,store_1,p06,109,90,131,0,0
2023-03-22,store_1,p06,105,90,131,0,0
2023-03-23,store_1,p06,99,90,131,0,0
2023-03-24,store_1,p06,218,90,131,0,0
2023-03-25,store_1,p06,206,90,131,0,0
2023-03-26,store_1,p06,198,90,131,0,0
2023-03-27,store_1,p06,188,90,131,0,0
2023-03-28,store_1,p06,182,90,131,0,0
2023-03-29,store_1,p06,179,90,131,0,0
2023-03-30,store_1,p06,172,90,131,0,0
2023-03-31,store_1,p06,165,90,131,0,0
2023-04-01,store_1,p06,155,90,131,0,0
2023-04-02,store_1,p06,141,90,131,0,0
2023-04-03,store_1,p06,135,90,131,0,0
2023-04-04,store_1,p06,128,90,131,0,0
2023-04-05,store_1,p06,122,90,131,0,0
2023-04-06,store_1,p06,116,90,131,0,0
2023-04-07,store_1,p06,111,90,131,0,0
2023-04-08,store_1,p06,102,90,131,0,0
2023-04-09,store_1,p06,91,90,131,0,0
2023-04-10,store_1,p06,216,90,131,0,0
2023-04-11,store_1,p06,209,90,131,0,0
2023-04-12,store_1,p06,203,90,131,0,0
2023-04-13,store_1,p06,197,90,131,0,0
2023-04-14,store_1,p06,188,90,131,0,0
2023-04-15,store_1,p06,182,90,131,0,0
2023-04-16,store_1,p06,170,90,131,0,0
2023-04-17,store_1,p06,163,90,131,0,0
2023-04-18,store_1,p06,156,90,131,0,0
2023-04-19,store_1,p06,151,90,131,0,0
2023-04-20,store_1,p06,146,90,131,0,0
2023-04-21,store_1,p06,140,90,131,0,0
2023-04-22,store_1,p06,134,90,131,0,0
2023-04-23,store_1,p06,119,90,131,0,0
2023-04-24,store_1,p06,113,90,131,0,0
2023-04-25,store_1,p06,108,90,131,0,0
2023-04-26,store_1,p06,103,90,131,0,0
2023-04-27,store_1,p06,96,90,131,0,0
2023-04-28,store_1,p06,219,90,131,0,0
2023-04-29,store_1,p06,211,90,131,0,0
2023-04-30,store_1,p06,200,90,131,0,0
2023-05-01,store_1,p06,193,90,131,0,0
2023-05-02,store_1,p06,187,90,131,0,0
2023-05-03,store_1,p06,182,90,131,0,0
2023-05-04,store_1,p06,178,90,131,0,0
2023-05-05,store_1,p06,174,90,131,0,0
2023-05-06,store_1,p06,167,90,131,0,0
2023-05-07,store_1,p06,160,90,131,0,0
2023-05-08,store_1,p06,156,90,131,0,0
2023-05-09,store_1,p06,150,90,131,0,0
2023-05-10,store_1,p06,145,90,131,0,0
2023-05-11,store_1,p06,141,90,131,0,0
2023-05-12,store_1,p06,133,90,131,0,0
2023-05-13,store_1,p06,130,90,131,0,0
2023-05-14,store_1,p06,125,90,131,0,0
2023-05-15,store_1,p06,115,90,131,0,0
2023-05-16,store_1,p06,109,90,131,0,0
2023-05-17,store_1,p06,105,90,131,0,0
2023-05-18,store_1,p06,100,90,131,0,0
2023-05-19,store_1,p06,95,90,131,0,0
2023-05-20,store_1,p06,218,90,131,0,0
2023-05-21,store_1,p06,214,90,131,0,0
2023-05-22,store_1,p06,207,90,131,0,0
2023-05-23,store_1,p06,203,90,131,0,0
2023-05-24,store_1,p06,197,90,131,0,0
2023-05-25,store_1,p06,186,90,131,0,0
2023-05-26,store_1,p06,180,90,131,0,0
2023-05-27,store_1,p06,177,90,131,0,0
2023-05-28,store_1,p06,173,90,131,0,0
2023-05-29,store_1,p06,172,90,131,0,0
2023-05-30,store_1,p06,165,90,131,0,0
2023-05-31,store_1,p06,162,90,131,0,0
2023-06-01,store_1,p06,155,90,131,0,0
2023-06-02,store_1,p06,152,90,131,0,0
2023-06-03,store_1,p06,144,90,131,0,0
2023-06-04,store_1,p06,140,90,131,0,0
2023-06-05,store_1,p06,136,90,131,0,0
2023-06-06,store_1,p06,135,90,131,0,0
2023-06-07,store_1,p06,132,90,131,0,0
2023-06-08,store_1,p06,128,90,131,0,0
2023-06-09,store_1,p06,125,90,131,0,0
2023-06-10,store_1,p06,118,90,131,0,0
2023-06-11,store_1,p06,110,90,131,0,0
2023-06-12,store_1,p06,109,90,131,0,0
2023-06-13,store_1,p06,104,90,131,0,0
2023-06-14,store_1,p06,101,90,131,0,0
2023-06-15,store_1,p06,95,90,131,0,0
2023-06-16,store_1,p06,93,90,131,0,0
2023-06-17,store_1,p06,219,90,131,0,0
2023-06-18,store_1,p06,214,90,131,0,0
2023-06-19,store_1,p06,212,90,131,0,0
2023-06-20,store_1,p06,207,90,131,0,0
2023-06-21,store_1,p06,204,90,131,0,0
2023-06-22,store_1,p06,203,90,131,0,0
2023-06-23,store_1,p06,197,90,131,0,0
2023-06-24,store_1,p06,195,90,131,0,0
2023-06-25,store_1,p06,188,90,131,0,0
2023-06-26,store_1,p06,185,90,131,0,0
2023-06-27,store_1,p06,180,90,131,0,0
2023-06-28,store_1,p06,173,90,131,0,0
2023-06-29,store_1,p06,168,90,131,0,0
2023-06-30,store_1,p06,167,90,131,0,0
2023-07-01,store_1,p06,160,90,131,0,0
2023-07-02,store_1,p06,152,90,131,0,0
2023-07-03,store_1,p06,145,90,131,0,0
2023-07-04,store_1,p06,143,90,131,0,0
2023-07-05,store_1,p06,141,90,131,0,0
2023-07-06,store_1,p06,138,90,131,0,0
2023-07-07,store_1,p06,135,90,131,0,0
2023-07-08,store_1,p06,127,90,131,0,0
2023-07-09,store_1,p06,113,90,131,0,0
2023-07-10,store_1,p06,108,90,131,0,0
2023-07-11,store_1,p06,105,90,131,0,0
2023-07-12,store_1,p06,98,90,131,0,0
2023-07-13,store_1,p06,94,90,131,0,0
2023-07-14,store_1,p06,216,90,131,0,0
2023-07-15,store_1,p06,205,90,131,0,0
2023-07-16,store_1,p06,200,90,131,0,0
2023-07-17,store_1,p06,195,90,131,0,0
2023-07-18,store_1,p06,189,90,131,0,0
2023-07-19,store_1,p06,184,90,131,0,0
2023-07-20,store_1,p06,175,90,131,0,0
2023-07-21,store_1,p06,169,90,131,0,0
2023-07-22,store_1,p06,167,90,131,0,0
2023-07-23,store_1,p06,158,90,131,0,0
2023-07-24,store_1,p06,153,90,131,0,0
2023-07-25,store_1,p06,149,90,131,0,0
2023-07-26,store_1,p06,142,90,131,0,0
2023-07-27,store_1,p06,137,90,131,0,0
2023-07-28,store_1,p06,130,90,131,0,0
2023-07-29,store_1,p06,118,90,131,0,0
2023-07-30,store_1,p06,106,90,131,0,0
2023-07-31,store_1,p06,104,90,131,0,0
2023-08-01,store_1,p06,98,90,131,0,0
2023-08-02,store_1,p06,219,90,131,0,0
2023-08-03,store_1,p06,217,90,131,0,0
2023-08-04,store_1,p06,209,90,131,0,0
2023-08-05,store_1,p06,203,90,131,0,0
2023-08-06,store_1,p06,198,90,131,0,0
2023-08-07,store_1,p06,196,90,131,0,0
2023-08-08,store_1,p06,185,90,131,0,0
2023-08-09,store_1,p06,178,90,131,0,0
2023-08-10,store_1,p06,175,90,131,0,0
2023-08-11,store_1,p06,166,90,131,0,0
2023-08-12,store_1,p06,162,90,131,0,0
2023-08-13,store_1,p06,153,90,131,0,0
2023-08-14,store_1,p06,151,90,131,0,0
2023-08-15,store_1,p06,147,90,131,0,0
2023-08-16,store_1,p06,140,90,131,0,0
2023-08-17,store_1,p06,133,90,131,0,0
2023-08-18,store_1,p06,127,90,131,0,0
2023-08-19,store_1,p06,119,90,131,0,0
2023-08-20,store_1,p06,112,90,131,0,0
2023-08-21,store_1,p06,105,90,131,0,0
2023-08-22,store_1,p06,95,90,131,0,0
2023-08-23,store_1,p06,221,90,131,0,0
2023-08-24,store_1,p06,218,90,131,0,0
2023-08-25,store_1,p06,215,90,131,0,0
2023-08-26,store_1,p06,208,90,131,0,0
2023-08-27,store_1,p06,199,90,131,0,0
2023-08-28,store_1,p06,188,90,131,0,0
2023-08-29,store_1,p06,183,90,131,0,0
2023-08-30,store_1,p06,178,90,131,0,0
2023-08-31,store_1,p06,175,90,131,0,0
2023-09-01,store_1,p06,163,90,131,0,0
2023-09-02,store_1,p06,148,90,131,0,0
2023-09-03,store_1,p06,135,90,131,0,0
2023-09-04,store_1,p06,128,90,131,0,0
2023-09-05,store_1,p06,116,90,131,0,0
2023-09-06,store_1,p06,109,90,131,0,0
2023-09-07,store_1,p06,104,90,131,0,0
2023-09-08,store_1,p06,99,90,131,0,0
2023-09-09,store_1,p06,221,90,131,0,0
2023-09-10,store_1,p06,206,90,131,0,0
2023-09-11,store_1,p06,199,90,131,0,0
2023-09-12,store_1,p06,188,90,131,0,0
2023-09-13,store_1,p06,177,90,131,0,0
2023-09-14,store_1,p06,174,90,131,0,0
2023-09-15,store_1,p06,161,90,131,0,0
2023-09-16,store_1,p06,150,90,131,0,0
2023-09-17,store_1,p06,139,90,131,0,0
2023-09-18,store_1,p06,132,90,131,0,0
2023-09-19,store_1,p06,126,90,131,0,0
2023-09-20,store_1,p06,119,90,131,0,0
2023-09-21,store_1,p06,107,90,131,0,0
2023-09-22,store_1,p06,102,90,131,0,0
2023-09-23,store_1,p06,92,90,131,0,0
2023-09-24,store_1,p06,215,90,131,0,0
2023-09-25,store_1,p06,206,90,131,0,0
2023-09-26,store_1,p06,196,90,131,0,0
2023-09-27,store_1,p06,193,90,131,0,0
2023-09-28,store_1,p06,181,90,131,0,0
2023-09-29,store_1,p06,174,90,131,0,0
2023-09-30,store_1,p06,163,90,131,0,0
2023-10-01,store_1,p06,147,90,131,0,0
2023-10-02,store_1,p06,136,90,131,0,0
2023-10-03,store_1,p06,128,90,131,0,0
2023-10-04,store_1,p06,117,90,131,0,0
2023-10-05,store_1,p06,100,90,131,0,0
2023-10-06,store_1,p06,221,90,131,0,0
2023-10-07,store_1,p06,210,90,131,0,0
2023-10-08,store_1,p06,192,90,131,0,0
2023-10-09,store_1,p06,185,90,131,0,0
2023-10-10,store_1,p06,174,90,131,0,0
2023-10-11,store_1,p06,162,90,131,0,0
2023-10-12,store_1,p06,150,90,131,0,0
2023-10-13,store_1,p06,143,90,131,0,0
2023-10-14,store_1,p06,128,90,131,0,0
2023-10-15,store_1,p06,117,90,131,0,0
2023-10-16,store_1,p06,103,90,131,0,0
2023-10-17,store_1,p06,92,90,131,0,0
2023-10-18,store_1,p06,213,90,131,0,0
2023-10-19,store_1,p06,205,90,131,0,0
2023-10-20,store_1,p06,192,90,131,0,0
2023-10-21,store_1,p06,176,90,131,0,0
2023-10-22,store_1,p06,155,90,131,0,0
2023-10-23,store_1,p06,144,90,131,0,0
2023-10-24,store_1,p06,139,90,131,0,0
2023-10-25,store_1,p06,131,90,131,0,0
2023-10-26,store_1,p06,116,90,131,0,0
2023-10-27,store_1,p06,102,90,131,0,0
2023-10-28,store_1,p06,219,90,131,0,0
2023-10-29,store_1,p06,206,90,131,0,0
2023-10-30,store_1,p06,197,90,131,0,0
2023-10-31,store_1,p06,184,90,131,0,0
2023-11-01,store_1,p06,176,90,131,0,0
2023-11-02,store_1,p06,168,90,131,0,0
2023-11-03,store_1,p06,151,90,131,0,0
2023-11-04,store_1,p06,129,90,131,0,0
2023-11-05,store_1,p06,113,90,131,0,0
2023-11-06,store_1,p06,103,90,131,0,0
2023-11-07,store_1,p06,217,90,131,0,0
2023-11-08,store_1,p06,210,90,131,0,0
2023-11-09,store_1,p06,194,90,131,0,0
2023-11-10,store_1,p06,181,90,131,0,0
2023-11-11,store_1,p06,168,90,131,0,0
2023-11-12,store_1,p06,161,90,131,0,0
2023-11-13,store_1,p06,149,90,131,0,0
2023-11-14,store_1,p06,138,90,131,0,0
2023-11-15,store_1,p06,133,90,131,0,0
2023-11-16,store_1,p06,123,90,131,0,0
2023-11-17,store_1,p06,115,90,131,0,0
2023-11-18,store_1,p06,102,90,131,0,0
2023-11-19,store_1,p06,220,90,131,0,0
2023-11-20,store_1,p06,211,90,131,0,0
2023-11-21,store_1,p06,203,90,131,0,0
2023-11-22,store_1,p06,198,90,131,0,0
2023-11-23,store_1,p06,188,90,131,0,0
2023-11-24,store_1,p06,177,90,131,0,0
2023-11-25,store_1,p06,167,90,131,0,0
2023-11-26,store_1,p06,152,90,131,0,0
2023-11-27,store_1,p06,138,90,131,0,0
2023-11-28,store_1,p06,121,90,131,0,0
2023-11-29,store_1,p06,111,90,131,0,0
2023-11-30,store_1,p06,97,90,131,0,0
2023-12-01,store_1,p06,218,90,131,0,0
2023-12-02,store_1,p06,204,90,131,0,0
2023-12-03,store_1,p06,190,90,131,0,0
2023-12-04,store_1,p06,176,90,131,0,0
2023-12-05,store_1,p06,167,90,131,0,0
2023-12-06,store_1,p06,155,90,131,0,0
2023-12-07,store_1,p06,147,90,131,0,0
2023-12-08,store_1,p06,129,90,131,0,0
2023-12-09,store_1,p06,112,90,131,0,0
2023-12-10,store_1,p06,91,90,131,0,0
2023-12-11,store_1,p06,215,90,131,0,0
2023-12-12,store_1,p06,205,90,131,0,0
2023-12-13,store_1,p06,189,90,131,0,0
2023-12-14,store_1,p06,180,90,131,0,0
2023-12-15,store_1,p06,166,90,131,0,0
2023-12-16,store_1,p06,134,90,131,0,0
2023-12-17,store_1,p06,116,90,131,0,0
2023-12-18,store_1,p06,105,90,131,0,0
2023-12-19,store_1,p06,91,90,131,0,0
2023-12-20,store_1,p06,208,90,131,0,0
2023-12-21,store_1,p06,196,90,131,0,0
2023-12-22,store_1,p06,184,90,131,0,0
2023-12-23,store_1,p06,168,90,131,0,0
2023-12-24,store_1,p06,138,90,131,0,0
2023-12-25,store_1,p06,126,90,131,0,0
2023-12-26,store_1,p06,108,90,131,0,0
2023-12-27,store_1,p06,93,90,131,0,0
2023-12-28,store_1,p06,209,90,131,0,0
2023-12-29,store_1,p06,196,90,131,0,0
2023-12-30,store_1,p06,181,90,131,0,0
2023-12-31,store_1,p06,167,90,131,0,0
2024-01-01,store_1,p06,146,90,131,0,0
2024-01-02,store_1,p06,133,90,131,0,0
2024-01-03,store_1,p06,117,90,131,0,0
2024-01-04,store_1,p06,105,90,131,0,0
2024-01-05,store_1,p06,98,90,131,0,0
2024-01-06,store_1,p06,212,90,131,0,0
2024-01-07,store_1,p06,207,90,131,0,0
2024-01-08,store_1,p06,198,90,131,0,0
2024-01-09,store_1,p06,186,90,131,0,0
2024-01-10,store_1,p06,181,90,131,0,0
2024-01-11,store_1,p06,176,90,131,0,0
2024-01-12,store_1,p06,162,90,131,0,0
2024-01-13,store_1,p06,153,90,131,0,0
2024-01-14,store_1,p06,140,90,131,0,0
2024-01-15,store_1,p06,127,90,131,0,0
2024-01-16,store_1,p06,116,90,131,0,0
2024-01-17,store_1,p06,106,90,131,0,0
2024-01-18,store_1,p06,95,90,131,0,0
2024-01-19,store_1,p06,218,90,131,0,0
2024-01-20,store_1,p06,202,90,131,0,0
2024-01-21,store_1,p06,187,90,131,0,0
2024-01-22,store_1,p06,181,90,131,0,0
2024-01-23,store_1,p06,170,90,131,0,0
2024-01-24,store_1,p06,157,90,131,0,0
2024-01-25,store_1,p06,149,90,131,0,0
2024-01-26,store_1,p06,134,90,131,0,0
2024-01-27,store_1,p06,119,90,131,0,0
2024-01-28,store_1,p06,106,90,131,0,0
2024-01-29,store_1,p06,215,90,131,0,0
2024-01-30,store_1,p06,200,90,131,0,0
2024-01-31,store_1,p06,190,90,131,0,0
2024-02-01,store_1,p06,175,90,131,0,0
2024-02-02,store_1,p06,168,90,131,0,0
2024-02-03,store_1,p06,148,90,131,0,0
2024-02-04,store_1,p06,128,90,131,0,0
2024-02-05,store_1,p06,119,90,131,0,0
2024-02-06,store_1,p06,111,90,131,0,0
2024-02-07,store_1,p06,101,90,131,0,0
2024-02-08,store_1,p06,92,90,131,0,0
2024-02-09,store_1,p06,216,90,131,0,0
2024-02-10,store_1,p06,202,90,131,0,0
2024-02-11,store_1,p06,190,90,131,0,0
2024-02-12,store_1,p06,184,90,131,0,0
2024-02-13,store_1,p06,168,90,131,0,0
2024-02-14,store_1,p06,162,90,131,0,0
2024-02-15,store_1,p06,143,90,131,0,0
2024-02-16,store_1,p06,134,90,131,0,0
2024-02-17,store_1,p06,118,90,131,0,0
2024-02-18,store_1,p06,106,90,131,0,0
2024-02-19,store_1,p06,99,90,131,0,0
2024-02-20,store_1,p06,220,90,131,0,0
2024-02-21,store_1,p06,213,90,131,0,0
2024-02-22,store_1,p06,205,90,131,0,0
2024-02-23,store_1,p06,195,90,131,0,0
2024-02-24,store_1,p06,182,90,131,0,0
2024-02-25,store_1,p06,172,90,131,0,0
2024-02-26,store_1,p06,163,90,131,0,0
2024-02-27,store_1,p06,154,90,131,0,0
2024-02-28,store_1,p06,147,90,131,0,0
2024-02-29,store_1,p06,136,90,131,0,0
2024-03-01,store_1,p06,117,90,131,0,0
2024-03-02,store_1,p06,104,90,131,0,0
2024-03-03,store_1,p06,220,90,131,0,0
2024-03-04,store_1,p06,208,90,131,0,0
2024-03-05,store_1,p06,201,90,131,0,0
2024-03-06,store_1,p06,189,90,131,0,0
2024-03-07,store_1,p06,177,90,131,0,0
2024-03-08,store_1,p06,168,90,131,0,0
2024-03-09,store_1,p06,156,90,131,0,0
2024-03-10,store_1,p06,146,90,131,0,0
2024-03-11,store_1,p06,131,90,131,0,0
2024-03-12,store_1,p06,123,90,131,0,0
2024-03-13,store_1,p06,117,90,131,0,0
2024-03-14,store_1,p06,109,90,131,0,0
2024-03-15,store_1,p06,98,90,131,0,0
2024-03-16,store_1,p06,220,90,131,0,0
2024-03-17,store_1,p06,202,90,131,0,0
2024-03-18,store_1,p06,199,90,131,0,0
2024-03-19,store_1,p06,189,90,131,0,0
2024-03-20,store_1,p06,184,90,131,0,0
2024-03-21,store_1,p06,175,90,131,0,0
2024-03-22,store_1,p06,163,90,131,0,0
2024-03-23,store_1,p06,151,90,131,0,0
2024-03-24,store_1,p06,144,90,131,0,0
2024-03-25,store_1,p06,132,90,131,0,0
2024-03-26,store_1,p06,123,90,131,0,0
2024-03-27,store_1,p06,118,90,131,0,0
2024-03-28,store_1,p06,112,90,131,0,0
2024-03-29,store_1,p06,104,90,131,0,0
2024-03-30,store_1,p06,93,90,131,0,0
2024-03-31,store_1,p06,214,90,131,0,0
2024-04-01,store_1,p06,211,90,131,0,0
2024-04-02,store_1,p06,197,90,131,0,0
2024-04-03,store_1,p06,189,90,131,0,0
2024-04-04,store_1,p06,182,90,131,0,0
2024-04-05,store_1,p06,173,90,131,0,0
2024-04-06,store_1,p06,162,90,131,0,0
2024-04-07,store_1,p06,151,90,131,0,0
2024-04-08,store_1,p06,143,90,131,0,0
2024-04-09,store_1,p06,134,90,131,0,0
2024-04-10,store_1,p06,126,90,131,0,0
2024-04-11,store_1,p06,116,90,131,0,0
2024-04-12,store_1,p06,115,90,131,0,0
2024-04-13,store_1,p06,105,90,131,0,0
2024-04-14,store_1,p06,94,90,131,0,0
2024-04-15,store_1,p06,221,90,131,0,0
2024-04-16,store_1,p06,211,90,131,0,0
2024-04-17,store_1,p06,202,90,131,0,0
2024-04-18,store_1,p06,189,90,131,0,0
2024-04-19,store_1,p06,182,90,131,0,0
2024-04-20,store_1,p06,171,90,131,0,0
2024-04-21,store_1,p06,164,90,131,0,0
2024-04-22,store_1,p06,157,90,131,0,0
2024-04-23,store_1,p06,145,90,131,0,0
2024-04-24,store_1,p06,139,90,131,0,0
2024-04-25,store_1,p06,134,90,131,0,0
2024-04-26,store_1,p06,129,90,131,0,0
2024-04-27,store_1,p06,117,90,131,0,0
2024-04-28,store_1,p06,112,90,131,0,0
2024-04-29,store_1,p06,109,90,131,0,0
2024-04-30,store_1,p06,105,90,131,0,0
2024-05-01,store_1,p06,104,90,131,0,0
2024-05-02,store_1,p06,93,90,131,0,0
2024-05-03,store_1,p06,216,90,131,0,0
2024-05-04,store_1,p06,210,90,131,0,0
2024-05-05,store_1,p06,202,90,131,0,0
2024-05-06,store_1,p06,194,90,131,0,0
2024-05-07,store_1,p06,189,90,131,0,0
2024-05-08,store_1,p06,185,90,131,0,0
2024-05-09,store_1,p06,182,90,131,0,0
2024-05-10,store_1,p06,176,90,131,0,0
2024-05-11,store_1,p06,168,90,131,0,0
2024-05-12,store_1,p06,161,90,131,0,0
2024-05-13,store_1,p06,158,90,131,0,0
2024-05-14,store_1,p06,151,90,131,0,0
2024-05-15,store_1,p06,144,90,131,0,0
2024-05-16,store_1,p06,138,90,131,0,0
2024-05-17,store_1,p06,136,90,131,0,0
2024-05-18,store_1,p06,127,90,131,0,0
2024-05-19,store_1,p06,121,90,131,0,0
2024-05-20,store_1,p06,113,90,131,0,0
2024-05-21,store_1,p06,110,90,131,0,0
2024-05-22,store_1,p06,101,90,131,0,0
2024-05-23,store_1,p06,94,90,131,0,0
2024-05-24,store_1,p06,217,90,131,0,0
2024-05-25,store_1,p06,212,90,131,0,0
2024-05-26,store_1,p06,204,90,131,0,0
2024-05-27,store_1,p06,196,90,131,0,0
2024-05-28,store_1,p06,186,90,131,0,0
2024-05-29,store_1,p06,180,90,131,0,0
2024-05-30,store_1,p06,176,90,131,0,0
2024-05-31,store_1,p06,170,90,131,0,0
2024-06-01,store_1,p06,162,90,131,0,0
2024-06-02,store_1,p06,157,90,131,0,0
2024-06-03,store_1,p06,149,90,131,0,0
2024-06-04,store_1,p06,145,90,131,0,0
2024-06-05,store_1,p06,142,90,131,0,0
2024-06-06,store_1,p06,140,90,131,0,0
2024-06-07,store_1,p06,138,90,131,0,0
2024-06-08,store_1,p06,127,90,131,0,0
2024-06-09,store_1,p06,120,90,131,0,0
2024-06-10,store_1,p06,116,90,131,0,0
2024-06-11,store_1,p06,107,90,131,0,0
2024-06-12,store_1,p06,103,90,131,0,0
2024-06-13,store_1,p06,95,90,131,0,0
2024-06-14,store_1,p06,219,90,131,0,0
2024-06-15,store_1,p06,214,90,131,0,0
2024-06-16,store_1,p06,206,90,131,0,0
2024-06-17,store_1,p06,202,90,131,0,0
2024-06-18,store_1,p06,201,90,131,0,0
2024-06-19,store_1,p06,200,90,131,0,0
2024-06-20,store_1,p06,192,90,131,0,0
2024-06-21,store_1,p06,187,90,131,0,0
2024-06-22,store_1,p06,177,90,131,0,0
2024-06-23,store_1,p06,166,90,131,0,0
2024-06-24,store_1,p06,165,90,131,0,0
2024-06-25,store_1,p06,164,90,131,0,0
2024-06-26,store_1,p06,163,90,131,0,0
2024-06-27,store_1,p06,157,90,131,0,0
2024-06-28,store_1,p06,154,90,131,0,0
2024-06-29,store_1,p06,146,90,131,0,0
2024-06-30,store_1,p06,141,90,131,0,0
2024-07-01,store_1,p06,129,90,131,0,0
2024-07-02,store_1,p06,125,90,131,0,0
2024-07-03,store_1,p06,119,90,131,0,0
2024-07-04,store_1,p06,114,90,131,0,0
2024-07-05,store_1,p06,107,90,131,0,0
2024-07-06,store_1,p06,99,90,131,0,0
2024-07-07,store_1,p06,221,90,131,0,0
2024-07-08,store_1,p06,220,90,131,0,0
2024-07-09,store_1,p06,215,90,131,0,0
2024-07-10,store_1,p06,213,90,131,0,0
2024-07-11,store_1,p06,207,90,131,0,0
2024-07-12,store_1,p06,204,90,131,0,0
2024-07-13,store_1,p06,201,90,131,0,0
2024-07-14,store_1,p06,194,90,131,0,0
2024-07-15,store_1,p06,192,90,131,0,0
2024-07-16,store_1,p06,186,90,131,0,0
2024-07-17,store_1,p06,179,90,131,0,0
2024-07-18,store_1,p06,175,90,131,0,0
2024-07-19,store_1,p06,169,90,131,0,0
2024-07-20,store_1,p06,164,90,131,0,0
2024-07-21,store_1,p06,157,90,131,0,0
2024-07-22,store_1,p06,152,90,131,0,0
2024-07-23,store_1,p06,148,90,131,0,0
2024-07-24,store_1,p06,142,90,131,0,0
2024-07-25,store_1,p06,134,90,131,0,0
2024-07-26,store_1,p06,119,90,131,0,0
2024-07-27,store_1,p06,113,90,131,0,0
2024-07-28,store_1,p06,107,90,131,0,0
2024-07-29,store_1,p06,99,90,131,0,0
2024-07-30,store_1,p06,94,90,131,0,0
2024-07-31,store_1,p06,216,90,131,0,0
2024-08-01,store_1,p06,204,90,131,0,0
2024-08-02,store_1,p06,200,90,131,0,0
2024-08-03,store_1,p06,191,90,131,0,0
2024-08-04,store_1,p06,174,90,131,0,0
2024-08-05,store_1,p06,167,90,131,0,0
2024-08-06,store_1,p06,161,90,131,0,0
2024-08-07,store_1,p06,153,90,131,0,0
2024-08-08,store_1,p06,143,90,131,0,0
2024-08-09,store_1,p06,142,90,131,0,0
2024-08-10,store_1,p06,136,90,131,0,0
2024-08-11,store_1,p06,128,90,131,0,0
2024-08-12,store_1,p06,122,90,131,0,0
2024-08-13,store_1,p06,115,90,131,0,0
2024-08-14,store_1,p06,106,90,131,0,0
2024-08-15,store_1,p06,102,90,131,0,0
2024-08-16,store_1,p06,91,90,131,0,0
2024-08-17,store_1,p06,212,90,131,0,0
2024-08-18,store_1,p06,206,90,131,0,0
2024-08-19,store_1,p06,196,90,131,0,0
2024-08-20,store_1,p06,187,90,131,0,0
2024-08-21,store_1,p06,181,90,131,0,0
2024-08-22,store_1,p06,175,90,131,0,0
2024-08-23,store_1,p06,171,90,131,0,0
2024-08-24,store_1,p06,163,90,131,0,0
2024-08-25,store_1,p06,155,90,131,0,0
2024-08-26,store_1,p06,147,90,131,0,0
2024-08-27,store_1,p06,140,90,131,0,0
2024-08-28,store_1,p06,136,90,131,0,0
2024-08-29,store_1,p06,130,90,131,0,0
2024-08-30,store_1,p06,118,90,131,0,0
2024-08-31,store_1,p06,108,90,131,0,0
2024-09-01,store_1,p06,98,90,131,0,0
2024-09-02,store_1,p06,91,90,131,0,0
2024-09-03,store_1,p06,214,90,131,0,0
2024-09-04,store_1,p06,206,90,131,0,0
2024-09-05,store_1,p06,204,90,131,0,0
2024-09-06,store_1,p06,198,90,131,0,0
2024-09-07,store_1,p06,188,90,131,0,0
2024-09-08,store_1,p06,181,90,131,0,0
2024-09-09,store_1,p06,171,90,131,0,0
2024-09-10,store_1,p06,163,90,131,0,0
2024-09-11,store_1,p06,158,90,131,0,0
2024-09-12,store_1,p06,150,90,131,0,0
2024-09-13,store_1,p06,143,90,131,0,0
2024-09-14,store_1,p06,134,90,131,0,0
2024-09-15,store_1,p06,123,90,131,0,0
2024-09-16,store_1,p06,112,90,131,0,0
2024-09-17,store_1,p06,103,90,131,0,0
2024-09-18,store_1,p06,92,90,131,0,0
2024-09-19,store_1,p06,213,90,131,0,0
2024-09-20,store_1,p06,208,90,131,0,0
2024-09-21,store_1,p06,196,90,131,0,0
2024-09-22,store_1,p06,188,90,131,0,0
2024-09-23,store_1,p06,178,90,131,0,0
2024-09-24,store_1,p06,168,90,131,0,0
2024-09-25,store_1,p06,157,90,131,0,0
2024-09-26,store_1,p06,145,90,131,0,0
2024-09-27,store_1,p06,141,90,131,0,0
2024-09-28,store_1,p06,134,90,131,0,0
2024-09-29,store_1,p06,122,90,131,0,0
2024-09-30,store_1,p06,115,90,131,0,0
